data,n_focos,target,precipitacao_mm,radiacao_media,temp_media,temp_max,temp_min,temp_orvalho_media,humidade_media,vento_rajada_max,vento_vel_media,focos_ultimos_3d,focos_ultimos_7d,chuva_7d,temp_7d,mes,dia_semana
2023-09-18,2,1,0.0,1893.8846153846157,25.079166666666666,31.1,19.3,12.1375,46.54166666666666,8.2,2.583333333333333,0.0,6.0,0.0,23.458928571428572,9,0
2023-09-19,0,0,0.0,1749.146153846154,25.35,31.9,17.6,9.766666666666667,40.0,7.1,2.1333333333333333,2.0,2.0,0.0,23.764880952380953,9,1
2023-09-20,0,0,0.0,1886.6384615384616,26.5,32.5,20.7,8.049999999999999,32.041666666666664,7.7,2.308333333333333,2.0,2.0,0.0,24.09702380952381,9,2
2023-09-21,0,0,0.0,1817.8846153846157,25.6375,31.4,18.1,10.016666666666667,38.875,7.9,2.345833333333333,2.0,2.0,0.0,24.38690476190476,9,3
2023-09-22,0,0,0.0,1815.8076923076924,26.225,32.4,21.2,9.416666666666666,35.291666666666664,7.9,2.5791666666666666,0.0,2.0,0.0,24.69702380952381,9,4
2023-09-23,2,1,0.0,1898.723076923077,26.64583333333333,33.6,18.6,9.195833333333333,35.416666666666664,7.0,1.8333333333333333,0.0,2.0,0.0,25.217261904761905,9,5
2023-09-24,0,0,0.0,1545.6230769230772,26.629166666666663,33.7,19.9,9.0375,35.333333333333336,9.4,1.7541666666666669,2.0,4.0,0.0,25.726785714285715,9,6
2023-09-25,3,1,0.0,1544.6083333333331,26.695833333333336,34.2,20.6,12.7625,44.125,6.9,1.5583333333333331,2.0,4.0,0.0,26.00952380952381,9,0
2023-09-26,0,0,0.0,1425.1384615384616,26.225,33.6,19.7,14.125,50.25,11.0,1.6708333333333334,5.0,5.0,0.0,26.24047619047619,9,1
2023-09-27,1,1,0.0,1500.9083333333335,25.370833333333334,30.9,21.8,16.516666666666666,58.625,8.9,2.275,3.0,5.0,0.0,26.365476190476187,9,2
2023-09-28,0,0,0.2,1293.723076923077,24.8875,32.4,20.7,17.087500000000002,63.75,8.4,1.4541666666666666,4.0,6.0,0.0,26.20416666666667,9,3
2023-09-29,0,0,7.2,1360.3166666666666,22.575,27.2,18.9,17.441666666666666,73.66666666666667,7.6,1.6916666666666669,1.0,6.0,0.20000000000002843,26.09702380952381,9,4
2023-09-30,0,0,0.0,1773.4692307692308,25.10833333333333,31.3,20.3,16.7625,63.208333333333336,6.0,1.8416666666666668,1.0,6.0,7.400000000000029,25.57559523809524,9,5
